ลำดับ (Item No.),รายละเอียดเครื่องมือ (Description),ช่วงการวัด (Range),ความสามารถการวัด (CMC / Uncertainty),ราคาค่าบริการ (Price),หมายเหตุ (Remark),รหัสบริการ (Code),ฝ่ายงานจริง (Actual Department),ราคาตัวเลข (Price Numeric),ฝ่ายงานที่ทำนาย (Predicted Department),รหัสกลุ่มคลัสเตอร์ (Cluster ID),คำสำคัญของกลุ่มคลัสเตอร์ (Cluster Keywords)
99.0,Effective emissivity for variable temperature blackbody cavity (temperature range 22 °C to 42 °C),0 to 1,0.037 to 0.0025,"2,500",Comparison with standard blackbody cavity by measurement of temperature difference ,11030 - 16311,Thermometry Metrology Department,2500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
87.0,650 nm / 900 nm Standard radiation thermometer,1084.6721 °C,0.16 K to 0.22 K,"12,000",By Comparison with Cu fixed point blackbody (Thermodynamic temperature),11030 - 17121,Thermometry Metrology Department,12000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
88.0,650 nm radiation thermometer,960 °C to 2500 °C,0.20 K to 1.45 K,"48,000",Direct realisation by measurement of spectral responsivity (Thermodynamic temperature),11030 - 17122,Thermometry Metrology Department,48000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
93.0,Variable Temperature Blackbody Radiation Sources,300 ºC to 600 ºC,0.46 K to 0.80 K,"8,500 first point + 6,250/next point",Comparison with reference blackbodies through infrared thermometer spectral wavelength 8 mm to 14 mm,11030-12520,Thermometry Metrology Department,8500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
89.0,Variable Temperature Blackbody Radiation Sources,0 ºC to < 15 ºC,0.4 K,"7,500 /point",Comparison with reference blackbodies through infrared thermometer spectral wavelength 8 mm to 13 mm,11030-12521 ,Thermometry Metrology Department,7500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
94.0,Variable Temperature Blackbody Radiation Sources,150 ºC to 1 100 ºC,0.7 K to 1.6 K,"8,500 first point + 3,750/next point",Comparison with 1.6 mm standard radiation thermometer ,11030-12522,Thermometry Metrology Department,8500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
95.0,Variable Temperature Blackbody Radiation Sources,1 000 ºC to 2 500 ºC,1.6 K to 2.8 K,"8,500 first point + 3,750/next point",Comparison with 650 nm standard radiation thermometer ,11030-12523,Thermometry Metrology Department,8500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
90.0,Variable Temperature Blackbody Radiation Sources,15 ºC to 500 ºC,0.4 K to 2.1 K,"8,500 first point + 3,750/next point",,11030-12525,Thermometry Metrology Department,8500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
91.0,Variable Temperature Blackbody Radiation Sources,-40 ºC to < 15 ºC,0.5 K to 0.2 K,"7,500 /point",Comparison with reference blackbodies through infrared thermometer spectral wavelength 8 mm to 14 mm,11030-12526,Thermometry Metrology Department,7500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
92.0,Variable Temperature Blackbody Radiation Sources,15 ºC to 300 ºC,0.2 K to 0.46 K,"8,500 first point + 3,750/next point",Comparison with reference blackbodies through infrared thermometer spectral wavelength 8 mm to 14 mm,11030-12527,Thermometry Metrology Department,8500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
96.0,Variable Temperature Blackbody Radiation Sources,420 ºC to 1 600 ºC,0.8 K to 2.0 K,"8,500 first point + 3,750/next point",Comparison with 900 nm standard radiation thermometer ,11030-12528,Thermometry Metrology Department,8500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
97.0,Variable Temperature Blackbody Radiation Sources,400 ºC to 1 000 ºC,1.2 K to 2.0 K,"8,500 first point + 3,750/next point",Comparison with  8 mm to 14 mm standard radiation thermometer ,11030-12529,Thermometry Metrology Department,8500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
2516.0,"Fixed-point Blackbody
(thermodynamic temperature)",Zn (419.5408 oC),0.14 K,"24,000 / point",Comparison to Standard Fixed-point Blackbody using 0.9 ?m standard radiation thermometer (thermodynamic temperature),11030-17112,Thermometry Metrology Department,24000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
2518.0,"Metal-Carbon Fixed point cells
(thermodynamic temperature)",Re-C (2474 oC),1.6 K,"60,000/point",Comparison with Ag/Cu fixed point using a 650-nm radiation thermometers (thermodynamic temperature),11030-17113,Thermometry Metrology Department,60000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
2514.0,650 nm standard radiation thermometer (thermodynamic temperature),2474 ?C,1.7 K,"48,000/point",By Comparison with Metal-Carbon fixed point blackbody cells (Thermodynamic temperature),11030-17123,Thermometry Metrology Department,48000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
145.0,Blackbody cavity (En-type),35.0 °C to 42.0 °C,Emissivity : 0.9995 ± 0.0005,26000,Model: NIMT-TM-BC-01En,11030-32521,Thermometry Metrology Department,26000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
146.0,Blackbody cavity,30.0 °C to 40.0 °C,Emissivity : 0.999 ± 0.001,45000,"Model: NIMT-TM-BC-02FHT
(aperture 50 mm suitable for infrared/forehead thermometers) ",11030-32522,Thermometry Metrology Department,45000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
147.0,Reference thermometer (1 probe),-50 °C to 70 °C,20 mK,10300,Model: NIMT-TM-DTM-01,11030-32711,Thermometry Metrology Department,10300.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
148.0,Reference thermometer (2 probes),-50 °C to 70 °C,20 mK,12700,Model: NIMT-TM-DTM-02,11030-32712,Thermometry Metrology Department,12700.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
142.0,Reference temperature source for testing / calibration of clinical thermometers,"35.0 °C to 42.0 °C
(up to 150 °C)","40 mK
(uniformity and stability)",81400,Model: NIMT-TM-B-01 ,11030-32861,Thermometry Metrology Department,81400.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
143.0,Reference temperature source for testing / calibration of clinical thermometers,"35.0 °C to 42.0 °C
(up to 150 °C)","40 mK
(uniformity and stability)",55700,Model: NIMT-TM-B-02 ,11030-32862,Thermometry Metrology Department,55700.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
144.0,Reference temperature source for testing / calibration of clinical thermometers,"30.0 °C to 40.0 °C
(up to 150 °C)","30 mK
(uniformity and stability)",105000,"Model: NIMT-TM-B43L-03 
(volume 43 Liters)",11030-32863,Thermometry Metrology Department,105000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
138.0,Air temperature sensor and Relative Humidity Sensor,-70 oC to 60 oC,0.1 oC,"5,000/First point 
+2,500 Next point",Comparison to a reference thermometer in an air circulated chamber immersed in liquid bath,11040 - 12611,Thermometry Metrology Department,5000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
127.0,Dew Point Hygrometer,- 75 °C to -25 °C,0.3 K,"8,000/point",Comparison with two ,11040 - 13111,Thermometry Metrology Department,8000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
128.0,Dew Point Hygrometer,- 25 °C to -10 °C,0.2 K,"8,000/point",Comparison with two ,11040 - 13112,Thermometry Metrology Department,8000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
129.0,Dew Point Hygrometer,-10 °C to 1 °C,0.07 K,"7,000/point",Comparison with two pressure ,11040 - 13113,Thermometry Metrology Department,7000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
130.0,Dew Point Hygrometer,1 °C to 30 °C,0.06 K,"7,000/point",Comparison with two pressure ,11040 - 13114,Thermometry Metrology Department,7000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
131.0,Dew Point Hygrometer,30 oC to 60 oC,0.07 K,"8,000/point",Comparison with two pressure humidity generator,11040 - 13115,Thermometry Metrology Department,8000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
126.0,Dew Point Hygrometer,-90 oC to  -75 oC,0.4 K,"8,000/point",Comparison with two ,11040 - 13116,Thermometry Metrology Department,8000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
132.0,Dew Point Hygrometer,10 °C to 95 °C,0.03 K,"10,000/point",Comparison with NIMT single temperature humidity generator,11040 - 13116,Thermometry Metrology Department,10000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
133.0,"Relative Hygrometer(At chamber temperature : 
15 oC to 60 oC )",15 % to 50 %,0.40%,"8,000/point",Comparison with two temperature two pressure Humidity Generator ,11040 - 13311,Thermometry Metrology Department,8000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
166.0,"Relative Hygrometer(At chamber temperature : 
15 oC to 60 oC )",15 % to 50 %,0.60%,"6,300/point",Comparison with two temperature two pressure Humidity Generator ,11040 - 13311,Thermometry Metrology Department,6300.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
167.0,"Relative Hygrometer(At chamber temperature : 
15 oC to 60 oC )",50 % to 80 %,1.00%,"5,630/point",Comparison with two temperature two pressure Humidity Generator ,11040 - 13312,Thermometry Metrology Department,5630.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
134.0,"Relative Hygrometer(At chamber temperature : 
15 oC to 60 oC )",50 % to 80 %,0.70%,"7,000/point",Comparison with two temperature two pressure Humidity Generator ,11040 - 13312,Thermometry Metrology Department,7000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
135.0,"Relative Hygrometer(At chamber temperature : 
15 oC to 60 oC )",80 % to 98 %,0.90%,"7,000/point",Comparison with two temperature two pressure Humidity Generator ,11040 - 13313,Thermometry Metrology Department,7000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
168.0,"Relative Hygrometer(At chamber temperature : 
15 oC to 60 oC )",80 % to 98 %,1.20%,"5,630/point",Comparison with two temperature two pressure Humidity Generator ,11040 - 13313,Thermometry Metrology Department,5630.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
136.0,Thermo-Hygrometer,Humidity (35 to 95)%RH,(1.5 to 3) %RH,"3,130 first point
+ 500/next point",Comparison with PRT and Chilled Mirror Hygrometer in Controlled Chamber,11040 - 13411,Thermometry Metrology Department,3130.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
137.0,Data Logger (Air Type),Temperature 15 °C to 50 °C,(0.5  to 1) °C,"3,130 first point+ 500/next point",Comparison with PRT and Chilled Mirror Hygrometer in Controlled Chamber,11040 - 13412,Thermometry Metrology Department,3130.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
139.0,Dew-Point Generator,(-10 oC to 50 oC) dew-point,0.07 oC to 0.1 oC ,"17,500/First point 
+4,000 Next point",Comparison with dew-point hygrometer ,11040 - 14411,Thermometry Metrology Department,17500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
154.0,CRM for Moisture Content in Rice or Paddy,10 %MC to 20 %MC,0.15 %MC to 0.2 %MC,"2,500 Bath/100 g/ %MC",The assigned value was obtained from  loss on drying method.,11040 - 25111,Thermometry Metrology Department,2500.0,Chemical Metrology  Department,0,"gauge, calibration, testing, machine, laser"
155.0,CRM for Moisture Content in Rice Powder,5% %MC to 20 %MC,0.15 %MC to 0.3 %MC,"2,500 Bath/100 g/ %MC",The assigned value was obtained from  loss on drying method.,11040 - 25112,Thermometry Metrology Department,2500.0,Chemical Metrology  Department,0,"gauge, calibration, testing, machine, laser"
156.0,CRM for Saturated Salt Solution for relative Humidity Unit,"Humidity (33 to 75)%RH at 
Air Temperature (15 °C to 25 °C)",(2.0 to 3.0) %RH,"2,500 Bath/1 Bottle/ %RH",The assigned value was obtained from  a thermo-hygrometer in the relative humidity (RH) fixed points method.,11040 - 25113,Thermometry Metrology Department,2500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
157.0,Temperature Measurement Platform,-30 oC to 100 oC,30 mK,"2,500 Bath/Hr.",Comparison with temperature sensor standard in liquid calibration bath.,11040 - 25114,Thermometry Metrology Department,2500.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
158.0,Humidity Measurement Platform,33%RH to 75%RH,(1.5 to 2.5)%RH,"2,500 Bath/Hr.",Comparison with Humidity sensor Standard and humidity ambient by Saturated salt solutions,11040 - 25115,Thermometry Metrology Department,2500.0,Thermometry Metrology Department,6,"measurement, detector, additional, frequency, irradance"
140.0,Relative humidity generator,"12 % to 92 % 
(at the air temperature 
from 10 °C to 40 °C)",0.1 % to 0.6 %,"17,500/First point 
+4,000 Next point",Comparison to dew-point hygrometer and reference thermometer,11040-14421,Thermometry Metrology Department,17500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
141.0,"Moisture meter in rice and paddy (Capacitance, Resistance and NIR type)",10 %MC to 30 %MC,0.5 %MC,"1,500/point ",Comparison with CRM moisture Content in paddy,11040-15111,Thermometry Metrology Department,1500.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
163.0,Dew Point Hygrometer,-10 °C to 1 °C,0.1 K,"5,630/point",Comparison with two pressure ,11041 - 13113,Thermometry Metrology Department,5630.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
164.0,Dew Point Hygrometer,1 °C to 30 °C,0.1 K,"5,630/point",Comparison with two pressure ,11041 - 13114,Thermometry Metrology Department,5630.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
165.0,Dew Point Hygrometer,30 oC to 60 oC,0.1 K,"6,300/point",Comparison with two pressure humidity generator,11041 - 13115,Thermometry Metrology Department,6300.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
108.0,Thermal conductivity of solid insulation materials,"(0 to 2) W/m·K 
temperature 25 °C",2%,"35,000 /point",Measurement by Guarded Hot Plate (GHP) Method,11050-16111,Thermometry Metrology Department,35000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
106.0,"Spectral emittance (emissivity)
(non-IR transparent material)","0 < E < 1
 1 500 nm to 2 500 nm ",6 % to 9.5 %,"3,750 /sample",Comparison with gold-coated reference standard,11050-16311,Thermometry Metrology Department,3750.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
107.0,"Spectral emittance (emissivity)
(non-IR transparent material)","0.9 ? E < 1
 5 mm to 20 mm",6%,"5,000 /sample",Comparison with gold-coated reference standard,11050-16312,Thermometry Metrology Department,5000.0,Thermometry Metrology Department,0,"gauge, calibration, testing, machine, laser"
132.0,Sucrose Standard for Optical Measurements,"Purity  997.4 mg/g

Cell length 100 mm
Polarization at 546 nm: 99.96 (°Z)  
Optical rotation at 546 nm: 20.38 (degrees)
Specific rotation at 546 nm: 78.34
Polarization at 589 nm: 99.95 (°Z)
Optical rotation at 589 nm:17.31 (degrees)
Specific rotation at 589 nm: 66.52

Cell length 200 mm   
Polarization at 546 nm: 99.94 (°Z)
Optical rotation at 546: 40.75 (degrees)
Specific rotation at 546: 99.94
Polarization at 589 nm: 99.89 (°Z)
Optical rotation at 589 nm: 34.59 (degrees)
Specific rotation at 589 nm: 66.47","1.1 mg/g

0.62 (ºZ)
0.13 (degrees)
0.49


0.62 (ºZ)
0.13 (degrees)
0.49
0.60 (ºZ)
0.11 (degrees)
0.43


0.62 (ºZ)
0.25 (degrees)
0.49
0.61 (ºZ)
0.21 (degrees)
0.42","6,000/bag",,12011-20101,Chemical Metrology  Department,6000.0,Chemical Metrology  Department,4,"standard, solution, mass, set, ph"
